OTU	Test-Statistic	P	FDR_P	Bonferroni_P	teen_mean	20s_mean	60s_mean	30s_mean	70+_mean	40s_mean	child_mean	baby_mean	50s_mean	taxonomy
4434579	79.7480614599	5.49560397189e-14	1.04378574749e-11	6.05395733544e-10	35.7333333333	5.85026737968	10.7513513514	15.3123486683	6.98571428571	13.0896226415	0.220588235294	0.229508196721	12.8325791855	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
4402903	78.5717330711	9.47020240005e-14	1.76819914642e-11	1.04323749639e-09	29.8666666667	7.83957219251	31.1891891892	13.8401937046	51.2214285714	15.9433962264	18.0882352941	3.96721311475	11.9027149321	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
650171	77.5709009232	1.50546242139e-13	2.76402900568e-11	1.65841740341e-09	37.0	24.4438502674	6.12972972973	14.6101694915	12.5785714286	12.9952830189	0.0882352941176	3.47540983607	8.49321266968	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
4481478	76.6746704751	2.27706742351e-13	4.11215979301e-11	2.50841747373e-09	0.0	0.0213903743316	0.0324324324324	0.133171912833	0.0142857142857	0.00943396226415	19.8529411765	0.0	0.484162895928	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
780793	75.9661562052	3.15858450506e-13	5.61209143673e-11	3.47949669077e-09	0.0	0.00534759358289	5.2972972973	14.1549636804	0.00714285714286	0.0165094339623	0.0588235294118	15.7049180328	0.450226244344	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
4432796	75.2886979471	4.31765734277e-13	7.54973226792e-11	4.75633132879e-09	13.1666666667	11.1764705882	35.1891891892	21.98062954	41.1142857143	24.5353773585	0.808823529412	8.91803278689	21.963800905	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
173810	73.8371436484	8.42881320295e-13	1.45080947256e-10	9.28518062437e-09	0.166666666667	5.48128342246	3.4972972973	4.37772397094	0.471428571429	5.43396226415	29.6911764706	1.85245901639	1.9479638009	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1652947	71.5721416634	2.38886688209e-12	4.04857808816e-10	2.63157575731e-08	0.0333333333333	0.0641711229947	0.762162162162	1.61985472155	0.0928571428571	1.47169811321	0.0147058823529	21.6557377049	5.4479638009	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
145801	71.5040314578	2.46469511467e-12	4.11380020957e-10	2.71510813832e-08	1.6	5.45989304813	9.26216216216	3.36561743341	8.48571428571	3.2429245283	8.92647058824	37.4426229508	4.59728506787	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
710275	70.9496679377	3.17912363101e-12	5.22704864466e-10	3.50212259193e-08	0.0	0.144385026738	18.9324324324	12.784503632	1.56428571429	5.28066037736	0.0	0.573770491803	10.4570135747	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
4447072	70.64555815	3.65507624167e-12	5.92122351151e-10	4.02643198782e-08	353.433333333	518.43315508	428.686486486	437.794188862	481.585714286	404.495283019	341.867647059	354.737704918	447.332579186	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4454432	69.0567854357	7.57072182722e-12	1.20868219781e-09	8.33990716487e-08	11.3333333333	5.03743315508	15.2081081081	10.5786924939	25.0214285714	10.8702830189	47.8382352941	25.5573770492	7.74208144796	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
4450795	68.689943318	8.95494789432e-12	1.40925294291e-09	9.86477060039e-08	0.933333333333	1.91978609626	7.74594594595	11.7699757869	1.12857142857	11.7193396226	0.647058823529	27.7868852459	8.33031674208	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
2676432	67.5579651869	1.50268686383e-11	2.33149274535e-09	1.6553598492e-07	14.6	1.0	3.08378378378	2.76271186441	2.5	1.05660377358	25.5441176471	4.96721311475	0.945701357466	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
4449054	66.1577753022	2.84753332025e-11	4.35672597998e-09	3.13684270559e-07	225.2	219.401069519	159.87027027	146.457627119	164.671428571	142.04245283	207.897058824	161.786885246	115.660633484	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4458306	65.5805920216	3.7046032908e-11	5.59039860979e-09	4.08099098514e-07	9.73333333333	3.49197860963	2.61621621622	1.11622276029	5.15	3.17924528302	7.35294117647	31.1147540984	1.92533936652	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
4467447	65.3796028528	4.05987465868e-11	6.04372692433e-09	4.472357924e-07	321.466666667	337.786096257	276.972972973	317.699757869	321.857142857	298.058962264	453.970588235	271.639344262	318.07239819	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1096610	65.1087501214	4.59292603949e-11	6.74608976681e-09	5.05956732511e-07	20.2333333333	37.7540106952	4.71081081081	8.44309927361	4.60714285714	7.91037735849	4.36764705882	5.75409836066	7.52714932127	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__
8523	64.9778535117	4.87498930113e-11	7.06616870279e-09	5.37028821412e-07	0.0	0.0160427807487	0.0027027027027	0.0242130750605	0.0	15.5448113208	0.0	0.262295081967	7.35294117647	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
4379411	64.9485981088	4.94035923282e-11	7.06792172841e-09	5.44229973087e-07	18.0666666667	9.72727272727	7.49459459459	0.244552058111	0.0285714285714	1.54009433962	0.0588235294118	0.016393442623	1.34841628959	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
179620	63.6339890931	8.98323637699e-11	1.2687093837e-08	9.89593319289e-07	4.86666666667	4.36898395722	6.02162162162	9.44794188862	14.2357142857	8.09669811321	0.0441176470588	33.2131147541	13.3914027149	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme
3514716	62.1675332159	1.74777969875e-10	2.43715710904e-08	1.92535411614e-06	0.0	0.0213903743316	3.38108108108	1.24697336562	0.0285714285714	0.957547169811	0.102941176471	19.3442622951	1.54298642534	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Leptothrix; s__
4439398	61.974014959	1.90801263678e-10	2.62733340084e-08	2.10186672067e-06	0.0333333333333	1.35828877005	3.38108108108	4.24213075061	0.0928571428571	3.99056603774	0.0147058823529	22.2131147541	3.37556561086	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
4409730	61.9298634475	1.94657401309e-10	2.6473406578e-08	2.14434593282e-06	50.0666666667	25.9144385027	19.5189189189	29.99031477	23.5	29.0589622642	61.4264705882	61.8524590164	20.7104072398	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
4412540	61.735086869	2.12617257134e-10	2.85633134706e-08	2.34219170459e-06	27.6	27.5347593583	75.7459459459	43.784503632	56.9357142857	43.7971698113	20.9264705882	26.2459016393	55.8167420814	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3565293	60.5346731911	3.66052299583e-10	4.85835196651e-08	4.03243213221e-06	0.0333333333333	7.0	12.5135135135	6.12348668281	18.3071428571	4.40094339623	0.161764705882	0.0491803278689	13.9773755656	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
4428714	60.1940606313	4.26977786461e-10	5.5995086853e-08	4.70358729565e-06	0.0666666666667	5.89304812834	11.4216216216	12.1791767554	9.65714285714	9.16509433962	3.11764705882	31.9180327869	16.5972850679	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
4454068	59.6845145353	5.37472955031e-10	6.9656494972e-08	5.92080207262e-06	0.1	0.160427807487	4.6972972973	1.07263922518	1.96428571429	1.75235849057	6.35294117647	0.196721311475	20.8257918552	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__
234443	57.3138819909	1.56382617966e-09	2.003152232e-07	1.72271091952e-05	0.2	0.363636363636	12.6297297297	0.467312348668	12.9	0.372641509434	0.0294117647059	0.16393442623	2.23303167421	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
4456702	57.2335473527	1.62132929304e-09	2.05293833243e-07	1.78605634922e-05	0.0333333333333	0.224598930481	0.951351351351	0.445520581114	0.664285714286	0.450471698113	0.897058823529	18.5245901639	0.85520361991	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4482598	56.3013405575	2.46421782979e-09	3.08475268329e-07	2.7145823613e-05	0.0666666666667	0.0267379679144	4.39459459459	0.0363196125908	12.4214285714	9.24056603774	0.0441176470588	1.39344262295	11.9728506787	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
4470260	55.827834025	3.04719938171e-09	3.77167959426e-07	3.35679483889e-05	1.03333333333	1.20320855615	2.08648648649	3.98547215496	24.15	6.66037735849	0.308823529412	5.6393442623	3.2036199095	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__
820375	54.8214146066	4.78216821698e-09	5.85337389758e-07	5.26803650782e-05	14.5333333333	0.0	0.516216216216	0.00242130750605	0.0	0.0683962264151	0.0147058823529	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
