OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean	taxonomy
526682	0.00187926149824	0.965422175865	1.0	1.0	0.146341463415	0.185840707965	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
184000	0.00187835520768	0.965430509382	1.0	1.0	0.321951219512	0.276548672566	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
318959	0.001874613308	0.965464938217	1.0	1.0	0.0414634146341	0.0752212389381	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4381555	0.00187020160011	0.965505574139	1.0	1.0	0.136585365854	0.0995575221239	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
292260	0.00186954335429	0.965511641309	1.0	1.0	0.0560975609756	0.0907079646018	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4374322	0.00186117950616	0.965588825778	1.0	1.0	0.0341463414634	0.00442477876106	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__venetianus
2304693	0.00186034312101	0.965596553776	1.0	1.0	0.19512195122	0.236725663717	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
187468	0.00185934094664	0.965605815919	1.0	1.0	0.134146341463	0.0973451327434	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
300646	0.00185836111286	0.965614874007	1.0	1.0	0.49512195122	0.548672566372	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
773541	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__
428953	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__
313701	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
132873	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
168068	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
55854	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
4373725	0.00185567773482	0.96563969279	1.0	1.0	0.0	0.0265486725664	k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__5B-12; g__; s__
260536	0.00184703618779	0.965719741578	1.0	1.0	0.0292682926829	0.0619469026549	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
4296218	0.00184685479822	0.965721423842	1.0	1.0	0.10243902439	0.139380530973	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
3060611	0.00184288921953	0.965758222584	1.0	1.0	0.00731707317073	0.037610619469	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
145737	0.00184288921953	0.965758222584	1.0	1.0	0.00731707317073	0.037610619469	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
1043408	0.0018401073656	0.965784060584	1.0	1.0	0.0170731707317	0.0486725663717	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
112894	0.0018401073656	0.965784060584	1.0	1.0	0.0170731707317	0.0486725663717	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4441343	0.00183764932934	0.965806907236	1.0	1.0	0.129268292683	0.0929203539823	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
176785	0.00183521865854	0.965829514593	1.0	1.0	0.312195121951	0.267699115044	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
176877	0.00183374106604	0.965843264822	1.0	1.0	0.178048780488	0.139380530973	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
17956	0.00183331933766	0.965847190374	1.0	1.0	0.0439024390244	0.0774336283186	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
294440	0.00183068733578	0.965871699924	1.0	1.0	0.0585365853659	0.0929203539823	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
2859978	0.00182788744666	0.965897792246	1.0	1.0	0.392682926829	0.345132743363	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4299396	0.00182575980351	0.965917633261	1.0	1.0	0.312195121951	0.358407079646	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
340547	0.00182292580595	0.965944079273	1.0	1.0	0.746341463415	0.807522123894	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1082607	0.00182146093018	0.965957757127	1.0	1.0	0.656097560976	0.599557522124	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1136387	0.0018180067579	0.965990031292	1.0	1.0	0.0365853658537	0.00663716814159	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia; s__
2978122	0.00181460045106	0.96602188832	1.0	1.0	0.429268292683	0.380530973451	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4294965	0.00180754813884	0.966087939473	1.0	1.0	0.00243902439024	0.0309734513274	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__
132546	0.00180754813884	0.966087939473	1.0	1.0	0.00243902439024	0.0309734513274	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__
176836	0.00180754813884	0.966087939473	1.0	1.0	0.00243902439024	0.0309734513274	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
298616	0.00180754813884	0.966087939473	1.0	1.0	0.00243902439024	0.0309734513274	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3250064	0.00180754813884	0.966087939473	1.0	1.0	0.00243902439024	0.0309734513274	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
4465905	0.00180081125388	0.966151157031	1.0	1.0	0.170731707317	0.132743362832	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4457480	0.00179443618574	0.966211088555	1.0	1.0	0.0390243902439	0.00884955752212	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4468741	0.00178775969587	0.966273968167	1.0	1.0	0.019512195122	0.0508849557522	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4339547	0.00178075451281	0.966340070015	1.0	1.0	0.0536585365854	0.0221238938053	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__
4374084	0.00177882624201	0.966358288288	1.0	1.0	0.107317073171	0.143805309735	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
293578	0.00177644389377	0.966380810343	1.0	1.0	0.0512195121951	0.0199115044248	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
513664	0.00177644389377	0.966380810343	1.0	1.0	0.0512195121951	0.0199115044248	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
158649	0.00177594044104	0.96638557178	1.0	1.0	0.317073170732	0.362831858407	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
16033	0.00177512976296	0.966393240243	1.0	1.0	0.0439024390244	0.0132743362832	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4416646	0.00177385437902	0.966405308059	1.0	1.0	0.458536585366	0.409292035398	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4418630	0.00177365840547	0.966407162766	1.0	1.0	0.0487804878049	0.0176991150442	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__kestanbolensis
553047	0.00177294369301	0.966413927724	1.0	1.0	0.0463414634146	0.0154867256637	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Alicycliphilus; s__
1131759	0.00176718702329	0.966468466138	1.0	1.0	0.209756097561	0.170353982301	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__
668257	0.00176441056508	0.96649480198	1.0	1.0	0.00975609756098	0.0398230088496	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
195933	0.00176441056508	0.96649480198	1.0	1.0	0.00975609756098	0.0398230088496	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
365574	0.0017610115364	0.966527071433	1.0	1.0	0.0780487804878	0.112831858407	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
186921	0.00175694205007	0.966565747092	1.0	1.0	0.160975609756	0.12389380531	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
4343184	0.00175694205007	0.966565747092	1.0	1.0	0.160975609756	0.12389380531	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
358858	0.00175401552338	0.966593588014	1.0	1.0	0.0487804878049	0.0818584070796	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4429557	0.00174142693526	0.966713613148	1.0	1.0	4.18536585366	4.06194690265	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
341969	0.00173998291125	0.966727408854	1.0	1.0	0.270731707317	0.314159292035	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
293975	0.00173906232483	0.966736206811	1.0	1.0	0.0219512195122	0.0530973451327	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4466705	0.00173906232483	0.966736206811	1.0	1.0	0.0219512195122	0.0530973451327	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
185148	0.00173502629061	0.96677480637	1.0	1.0	0.156097560976	0.119469026549	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum
4483337	0.00173502629061	0.96677480637	1.0	1.0	0.156097560976	0.119469026549	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4410988	0.00172709914345	0.966850750633	1.0	1.0	0.239024390244	0.280973451327	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
199318	0.00172593482448	0.966861919824	1.0	1.0	0.080487804878	0.115044247788	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4428313	0.00172405814518	0.96687993056	1.0	1.0	0.158536585366	0.196902654867	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
577380	0.0017224504812	0.966895367331	1.0	1.0	0.446341463415	0.398230088496	k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae; g__; s__
174924	0.00172128806579	0.966906533327	1.0	1.0	1.39512195122	1.47123893805	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
182538	0.00171940932526	0.966924588226	1.0	1.0	0.10243902439	0.0685840707965	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
4133460	0.00171586207856	0.966958704611	1.0	1.0	0.0512195121951	0.0840707964602	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
182245	0.00171586207856	0.966958704611	1.0	1.0	0.0512195121951	0.0840707964602	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
197107	0.00170879534848	0.967026775811	1.0	1.0	0.1	0.0663716814159	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
52624	0.00169949291025	0.967116598087	1.0	1.0	0.0121951219512	0.0420353982301	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
187883	0.00169346144181	0.967174968249	1.0	1.0	0.782926829268	0.842920353982	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4455330	0.00169323418777	0.967177169557	1.0	1.0	0.0243902439024	0.0553097345133	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
296556	0.00168767168908	0.96723109721	1.0	1.0	0.0951219512195	0.0619469026549	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
2388088	0.00168030536055	0.967302649934	1.0	1.0	0.143902439024	0.108407079646	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4423331	0.00167965495454	0.967308975184	1.0	1.0	0.190243902439	0.152654867257	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__
301195	0.00167102249202	0.96739304305	1.0	1.0	0.00487804878049	0.033185840708	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
194089	0.00166872174295	0.967415485751	1.0	1.0	0.187804878049	0.150442477876	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
316758	0.00166671580788	0.967435065333	1.0	1.0	0.090243902439	0.0575221238938	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
246330	0.00166521325186	0.967449739252	1.0	1.0	0.163414634146	0.201327433628	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
183012	0.00165631421505	0.967536783264	1.0	1.0	0.0878048780488	0.0553097345133	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
364034	0.00164973599121	0.967601277404	1.0	1.0	0.0268292682927	0.0575221238938	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4423384	0.00164753094988	0.967622924855	1.0	1.0	0.136585365854	0.101769911504	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum
291267	0.00164306971927	0.967666766312	1.0	1.0	0.0146341463415	0.0442477876106	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
850218	0.00164306971927	0.967666766312	1.0	1.0	0.0146341463415	0.0442477876106	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
2333137	0.00163639461254	0.967732475482	1.0	1.0	0.0292682926829	0.00221238938053	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
1141218	0.00163639461254	0.967732475482	1.0	1.0	0.0292682926829	0.00221238938053	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__
180386	0.00163639461254	0.967732475482	1.0	1.0	0.0292682926829	0.00221238938053	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
197344	0.00162762335407	0.967819023417	1.0	1.0	0.385365853659	0.340707964602	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
181074	0.0016168977521	0.967925173359	1.0	1.0	0.2	0.238938053097	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__cc_115; s__
233052	0.00161127540752	0.967980957889	1.0	1.0	0.317073170732	0.360619469027	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
516292	0.00160818301582	0.968011681953	1.0	1.0	0.0292682926829	0.0597345132743	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
293697	0.00160673807888	0.968026048082	1.0	1.0	0.0585365853659	0.0907079646018	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
194082	0.00160673807888	0.968026048082	1.0	1.0	0.0585365853659	0.0907079646018	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
268425	0.00160483456552	0.968044983436	1.0	1.0	0.10487804878	0.139380530973	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
178682	0.00160305870884	0.96806265906	1.0	1.0	0.0439024390244	0.0752212389381	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
1132942	0.00159225134867	0.968170439979	1.0	1.0	0.170731707317	0.134955752212	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__pullicaecorum
185235	0.00158824825361	0.968210455461	1.0	1.0	0.319512195122	0.362831858407	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
4476950	0.00158821601408	0.968210777937	1.0	1.0	2.11463414634	2.02876106195	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
189085	0.00158577028748	0.968235250861	1.0	1.0	0.0707317073171	0.0398230088496	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
296768	0.00158152695289	0.968277756265	1.0	1.0	0.00731707317073	0.0353982300885	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
1128244	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
4466474	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
176654	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
288207	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
403258	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
345144	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
347791	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4331876	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
324302	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__; s__
4296147	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Sporolactobacillaceae; g__; s__
2783438	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
2783432	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
664473	0.00157265384132	0.968366823031	1.0	1.0	0.0243902439024	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
610842	0.00157028287518	0.96839066496	1.0	1.0	0.270731707317	0.311946902655	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
1103499	0.00157028287518	0.96839066496	1.0	1.0	0.270731707317	0.311946902655	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__
9912	0.00156907752721	0.968402792594	1.0	1.0	0.409756097561	0.365044247788	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
290607	0.00156829300999	0.968410688537	1.0	1.0	0.0317073170732	0.0619469026549	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
1142026	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__geothermalis
111856	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
259097	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Dethiosulfovibrionaceae; g__Pyramidobacter; s__piscolens
584484	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
4429907	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
239761	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Helcococcus; s__
293330	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
178428	0.00156586402389	0.968435148143	1.0	1.0	0.0	0.0243362831858	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
301160	0.00156501582523	0.96844369388	1.0	1.0	0.0317073170732	0.00442477876106	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
760913	0.00156501582523	0.96844369388	1.0	1.0	0.0317073170732	0.00442477876106	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
385807	0.00156501582523	0.96844369388	1.0	1.0	0.0317073170732	0.00442477876106	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
1579962	0.00154589550431	0.968636953319	1.0	1.0	0.019512195122	0.0486725663717	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4471251	0.00154031899254	0.968693543323	1.0	1.0	0.0585365853659	0.0287610619469	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__
290974	0.00153721673664	0.968725069191	1.0	1.0	0.285365853659	0.245575221239	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
633624	0.00153515987809	0.968745989048	1.0	1.0	0.00243902439024	0.0287610619469	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
133075	0.00153515987809	0.968745989048	1.0	1.0	0.00243902439024	0.0287610619469	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners
563764	0.00153515987809	0.968745989048	1.0	1.0	0.00243902439024	0.0287610619469	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__
4347962	0.00153515987809	0.968745989048	1.0	1.0	0.00243902439024	0.0287610619469	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__BD2-13; s__
4456606	0.0015298537403	0.968800021511	1.0	1.0	0.0341463414634	0.0641592920354	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
355939	0.00152795730541	0.968819355689	1.0	1.0	0.109756097561	0.0774336283186	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
442846	0.00152473435361	0.968852241308	1.0	1.0	0.0536585365854	0.0243362831858	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
197708	0.0015176329834	0.968924823715	1.0	1.0	0.543902439024	0.495575221239	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
581014	0.00151315174108	0.968970713604	1.0	1.0	0.00975609756098	0.037610619469	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
3011885	0.00151315174108	0.968970713604	1.0	1.0	0.00975609756098	0.037610619469	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
