OTU	Test-Statistic	P	FDR_P	Bonferroni_P	8 or more hours_mean	7-8 hours_mean	6-7 hours_mean	5-6 hours_mean	Less than 5 hours_mean	taxonomy
288680	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
227000	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__
19636	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__oligotropha
805968	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__; g__; s__
294352	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
4368271	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
833816	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
622303	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
1122588	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Acaricomes; s__phytoseiuli
530928	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
715492	113.375	1.38679821979e-23	1.38881538084e-20	1.52769691892e-19	0.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
65682	56.3623042268	1.68338548416e-11	1.42647496104e-08	1.85441744935e-07	0.0	0.00243309002433	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
705337	56.3623042268	1.68338548416e-11	1.42647496104e-08	1.85441744935e-07	0.0	0.00243309002433	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
278059	52.6688204887	9.99587127835e-11	7.86532271445e-08	1.10114518002e-06	0.0	0.0	0.0	0.0285714285714	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4301192	40.4022134736	3.5737926258e-08	2.59830661093e-05	0.000393688995658	0.0	0.00243309002433	0.0	0.0285714285714	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
886735	40.2878678103	3.77386581109e-08	2.59830661093e-05	0.00041572905775	0.0	0.00729927007299	0.0439189189189	0.1	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Alloiococcus; s__
3297757	38.1769079214	1.03023497826e-07	6.30503806694e-05	0.00113490685205	0.0	0.00486618004866	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
11427	38.1769079214	1.03023497826e-07	6.30503806694e-05	0.00113490685205	0.0	0.00486618004866	0.0	0.0	0.125	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Blastococcus; s__aggregatus
213717	38.016442843	1.11184132203e-07	6.44633894918e-05	0.00122480440034	0.0	0.0535279805353	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
315200	36.9784134283	1.81984211494e-07	0.000100236903691	0.00200473807381	0.0	0.00243309002433	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
310957	28.6737579361	9.10562093545e-06	0.00470137284866	0.100307520225	0.00769230769231	0.00486618004866	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4379525	28.5148653534	9.80747307969e-06	0.00470137284866	0.108039123446	0.0	0.00243309002433	0.00675675675676	0.0	3.375	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Kurthia; s__
260554	28.3345373229	1.06694191373e-05	0.00470137284866	0.117534321217	0.0	0.00243309002433	0.00675675675676	0.0	0.125	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
325483	28.3345373229	1.06694191373e-05	0.00470137284866	0.117534321217	0.0	0.00243309002433	0.00675675675676	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__; s__
1146480	28.3345373229	1.06694191373e-05	0.00470137284866	0.117534321217	0.0	0.00243309002433	0.00675675675676	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
4410265	27.8314351669	1.34935055976e-05	0.0057170945255	0.148644457663	0.00769230769231	0.00243309002433	0.0135135135135	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
4440670	26.6820810147	2.30483790307e-05	0.00940373864454	0.253900943402	0.0153846153846	0.00243309002433	0.0	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__
150278	26.2894574909	2.76637762392e-05	0.0108837199661	0.304744159051	0.0	0.0	0.00337837837838	0.0571428571429	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
813690	25.1089736905	4.78342226198e-05	0.0181704067717	0.52694179638	0.0	0.00973236009732	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4381338	24.7991852306	5.52098979171e-05	0.0202730745152	0.608192235455	0.0	0.00486618004866	0.00337837837838	0.0714285714286	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques
244248	24.6431783661	5.93414079215e-05	0.0210872564408	0.653704949663	0.0230769230769	0.00243309002433	0.00337837837838	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
83763	24.4770716587	6.40783585069e-05	0.022058974916	0.705887197312	0.00769230769231	0.0	0.00675675675676	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__
297440	24.169300579	7.38695040753e-05	0.0226043702444	0.813746456894	0.0	0.0	0.0	0.0285714285714	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4333784	24.169300579	7.38695040753e-05	0.0226043702444	0.813746456894	0.0	0.0	0.0	0.0285714285714	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
3577387	24.169300579	7.38695040753e-05	0.0226043702444	0.813746456894	0.0	0.0	0.0	0.0285714285714	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
267220	24.1692716474	7.38704909948e-05	0.0226043702444	0.813757328799	0.0	0.0	0.0	0.542857142857	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
4388430	23.6504364055	9.38507505175e-05	0.0279421585865	1.0	0.0	0.00243309002433	0.0101351351351	0.0142857142857	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens
210165	23.5104043338	0.000100107798715	0.0290207239642	1.0	0.0	0.00243309002433	0.00675675675676	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__
512682	22.6529695309	0.000148528368396	0.0419229583358	1.0	0.0	0.014598540146	0.00337837837838	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4452634	22.5994459969	0.000152225702018	0.0419229583358	1.0	0.0	0.00729927007299	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
360962	22.29850722	0.000174779413509	0.0458421433145	1.0	0.00769230769231	0.00243309002433	0.00675675675676	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans
278392	22.29850722	0.000174779413509	0.0458421433145	1.0	0.00769230769231	0.00243309002433	0.00675675675676	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192857	22.1802087919	0.000184526569549	0.047273132329	1.0	0.0	0.00486618004866	0.0101351351351	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4425368	22.0957348498	0.000191814891486	0.0480234737412	1.0	2.31538461538	0.486618004866	0.280405405405	1.35714285714	11.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
305924	21.9358979267	0.000206395401006	0.0505255941662	1.0	0.0538461538462	0.00486618004866	0.0135135135135	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
30587	21.7772627562	0.00022195214087	0.0520218039111	1.0	0.00769230769231	0.00486618004866	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
339035	21.7772627562	0.00022195214087	0.0520218039111	1.0	0.00769230769231	0.00486618004866	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1129872	21.6840610922	0.000231628576515	0.0531587583102	1.0	1.56153846154	0.00486618004866	0.00675675675676	0.0	0.125	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
548503	21.3192799013	0.000273692142929	0.0615304621735	1.0	0.0153846153846	0.0	0.290540540541	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
863612	21.2329284619	0.00028470961015	0.0627272213082	1.0	0.0	0.029197080292	0.00337837837838	0.0714285714286	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
335931	21.0885491644	0.000304120979969	0.0656901316734	1.0	0.00769230769231	0.0	0.0168918918919	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192079	20.8762165532	0.000335074499338	0.0709842439366	1.0	0.0307692307692	0.00243309002433	0.00337837837838	0.0285714285714	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4245940	20.6387681384	0.000373397355625	0.077610288105	1.0	0.0615384615385	0.0194647201946	0.0472972972973	0.0142857142857	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4462739	20.5665526356	0.000385891367214	0.0787218389116	1.0	0.153846153846	0.00243309002433	0.00675675675676	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
365755	20.2832754195	0.000439027513202	0.0879332197351	1.0	0.00769230769231	0.00973236009732	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiohalorhabdales; f__; g__; s__
264101	19.7666524435	0.000555248771257	0.108196263983	1.0	0.0153846153846	0.00973236009732	0.00675675675676	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
3889756	19.7435379794	0.00056110665129	0.108196263983	1.0	0.0307692307692	0.0243309002433	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula
312347	19.7102098856	0.000569660794389	0.108196263983	1.0	0.0	0.00243309002433	0.00337837837838	0.1	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
311080	19.6217825291	0.000592987529838	0.110717807266	1.0	0.0	0.00973236009732	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4415649	19.4116750345	0.000652272354129	0.119757204218	1.0	0.0153846153846	0.00729927007299	0.0101351351351	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
565570	19.1440301107	0.000736350275574	0.132977616979	1.0	0.0	0.0194647201946	0.0878378378378	0.0	0.25	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__vadinCA11; s__
363692	18.9496687872	0.000804042252281	0.142860152437	1.0	0.00769230769231	0.00243309002433	0.00675675675676	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
4409044	18.7994322283	0.000860551061187	0.150473499842	1.0	0.0307692307692	0.00973236009732	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__
186652	18.6901569739	0.000904102708137	0.154389489888	1.0	0.0230769230769	0.0243309002433	0.0202702702703	0.0285714285714	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans
176113	18.673387056	0.000910976474464	0.154389489888	1.0	0.184615384615	0.408759124088	0.287162162162	0.457142857143	1.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4396884	18.5642820225	0.000956975752976	0.159727952951	1.0	0.0	0.00729927007299	0.00675675675676	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
4467002	18.4847501466	0.000991946345011	0.163068304994	1.0	0.0	0.00973236009732	0.0371621621622	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
199528	18.4522570327	0.00100659447527	0.163068304994	1.0	0.107692307692	0.036496350365	0.0135135135135	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4395465	18.3885988876	0.00103591440647	0.16538598698	1.0	0.00769230769231	0.00729927007299	0.00337837837838	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
4388174	18.2848802517	0.00108550331684	0.17082720769	1.0	0.0307692307692	0.021897810219	0.0202702702703	0.0571428571429	0.875	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
345144	18.176917208	0.00113961300214	0.173673056746	1.0	0.4	0.0	0.141891891892	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
4282096	18.155111336	0.00115086099202	0.173673056746	1.0	0.0230769230769	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__
236801	18.1550678237	0.00115088354598	0.173673056746	1.0	0.0538461538462	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4401957	18.0815138505	0.00118964013772	0.17709561834	1.0	0.0230769230769	0.0316301703163	0.0236486486486	0.0285714285714	0.625	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
189630	17.9788428598	0.00124590294632	0.182998224755	1.0	0.0384615384615	0.021897810219	0.0472972972973	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4415121	17.9425516949	0.00126641234286	0.183563136434	1.0	0.00769230769231	0.0121654501217	0.00675675675676	0.0714285714286	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4401585	17.8783755786	0.00130349979312	0.18648511326	1.0	0.00769230769231	0.00486618004866	0.00675675675676	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
233953	17.8286865662	0.00133294998647	0.188253551935	1.0	0.0615384615385	0.107055961071	0.00337837837838	0.0	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__
350105	17.7470341816	0.00138277772414	0.192818726698	1.0	0.0230769230769	0.00243309002433	0.0101351351351	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
787663	17.1778761476	0.00178501595806	0.245796697424	1.0	0.115384615385	0.0948905109489	0.00337837837838	0.0428571428571	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__
182331	17.1135967921	0.00183713934515	0.249850950941	1.0	0.161538461538	0.0924574209246	0.192567567568	0.185714285714	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
185622	17.0747946809	0.0018693271837	0.251128149459	1.0	0.653846153846	0.467153284672	0.266891891892	0.0714285714286	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
177342	16.8286637228	0.00208685179435	0.271040982793	1.0	3.21538461538	1.84914841849	2.16216216216	1.15714285714	5.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
354612	16.811511953	0.00210290798647	0.271040982793	1.0	0.00769230769231	0.0	0.0	0.0285714285714	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
336794	16.811511953	0.00210290798647	0.271040982793	1.0	0.00769230769231	0.0	0.0	0.0285714285714	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
826624	16.7820997298	0.00213072544825	0.271040982793	1.0	0.0	0.014598540146	0.00337837837838	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
2281172	16.7395116794	0.00217164832838	0.271040982793	1.0	0.0	0.00486618004866	0.0101351351351	0.0285714285714	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
304871	16.7321020259	0.00217884696859	0.271040982793	1.0	5.83076923077	5.79805352798	3.47972972973	2.74285714286	0.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
178608	16.6987275259	0.00221156367426	0.271040982793	1.0	0.115384615385	0.0754257907543	0.0878378378378	0.157142857143	0.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
452592	16.6958701677	0.00221438711432	0.271040982793	1.0	0.146153846154	0.0389294403893	0.0304054054054	0.0857142857143	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
229069	16.6388433698	0.00227148583424	0.274974592857	1.0	0.0384615384615	0.223844282238	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
4387344	16.6136487843	0.00229717205122	0.275061383872	1.0	0.00769230769231	0.00243309002433	0.0101351351351	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
188348	16.1203245597	0.00286188366082	0.338994735566	1.0	3.93076923077	4.01459854015	3.37837837838	1.9	1.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
522727	16.0834724084	0.00290917719029	0.340930807747	1.0	0.0	0.00729927007299	0.0101351351351	0.0285714285714	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4194837	15.9799175204	0.00304623005931	0.353234424561	1.0	0.00769230769231	0.00973236009732	0.00337837837838	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
3925380	15.9490900747	0.00308824349945	0.354375941561	1.0	0.00769230769231	0.0121654501217	0.00337837837838	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
148259	15.9033210392	0.00315167421161	0.357926217682	1.0	0.0	0.00729927007299	0.0101351351351	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4341886	15.6640627388	0.0035047141102	0.393958475897	1.0	1.49230769231	0.0997566909976	0.283783783784	0.1	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1122673	15.5730140433	0.00364904507159	0.404373086582	1.0	5.12307692308	5.70559610706	6.89189189189	4.8	13.875	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens
184729	15.5497689143	0.00368682046436	0.404373086582	1.0	0.0230769230769	0.00973236009732	0.00337837837838	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
292148	15.5096795747	0.00375287479256	0.404373086582	1.0	0.0	0.0	0.00337837837838	0.0428571428571	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4352772	15.4928780989	0.00378090304266	0.404373086582	1.0	0.0	0.0	0.00337837837838	0.0285714285714	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__
4365684	15.4928780989	0.00378090304266	0.404373086582	1.0	0.0	0.0	0.00337837837838	0.0285714285714	0.0	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__; g__; s__
2110060	15.3472978982	0.00403253779212	0.42713881075	1.0	0.0615384615385	0.0656934306569	0.0236486486486	0.157142857143	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1142026	15.2213662816	0.00426343765527	0.44512090062	1.0	0.0	0.00243309002433	0.0	0.142857142857	0.0	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__geothermalis
3974035	15.2039328857	0.00429640948061	0.44512090062	1.0	0.0	0.00243309002433	0.0	0.0285714285714	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
16034	15.1689934002	0.00436324674285	0.44512090062	1.0	0.0	0.014598540146	0.0	0.0285714285714	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3392963	15.1686387403	0.00436393039823	0.44512090062	1.0	0.0153846153846	0.014598540146	0.0	0.0142857142857	0.375	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__; g__; s__
4466006	15.1162006525	0.00446617882371	0.451370880018	1.0	0.184615384615	0.029197080292	0.00675675675676	0.0142857142857	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__dentocariosa
4414725	15.0206393933	0.00465860054777	0.465323348071	1.0	0.438461538462	0.206812652068	0.347972972973	0.371428571429	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
144589	15.0060354135	0.00468871565322	0.465323348071	1.0	0.0307692307692	0.0121654501217	0.00675675675676	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
4354229	14.8733185574	0.00497130514614	0.48633071102	1.0	0.115384615385	0.0802919708029	0.0506756756757	0.114285714286	0.375	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
864465	14.8653991792	0.00498868648741	0.48633071102	1.0	0.0	0.0778588807786	0.0202702702703	0.0142857142857	0.125	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
3522002	14.7603364796	0.00522500121203	0.50490011712	1.0	0.0615384615385	0.00243309002433	0.0304054054054	0.0285714285714	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
520931	14.6679568552	0.00544184303072	0.514702474006	1.0	0.0230769230769	0.00486618004866	0.00675675675676	0.0285714285714	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
144861	14.6671428371	0.00544379248777	0.514702474006	1.0	0.0769230769231	0.0656934306569	0.0202702702703	0.0428571428571	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__
801844	14.6398710244	0.0055095021802	0.514702474006	1.0	0.507692307692	0.221411192214	0.222972972973	0.457142857143	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
199698	14.638290379	0.00551333441655	0.514702474006	1.0	0.207692307692	0.0243309002433	0.0912162162162	0.0571428571429	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
